unit_id,notif_type,comment
105301,1,"スタミナが全回復したな！休んでいる暇はないぞ。私と冒険に出かけるのだ！"
105301,2,"ギルドハウスのスキップチケットがいっぱいだ！効率的に冒険を行えば、より強くなれるぞ！"
105301,3,"ギルドハウスのスタミナがいっぱいだぞ！さあ、共に鍛錬を始めるのだ！"
105301,4,"ギルドハウスのEXPポーションがいっぱいだな！す、少しくらい身長が伸びないだろうか…。"
105301,5,"ギルドハウスのマナがいっぱいだ。受け取っておけ。何をするにも必要になるぞ？"
105301,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいだな。使えそうなものが沢山あるぞ？"
105401,1,"騎士さん！スタミナが全回復しました！ボサッとしないで、早く行きますよ！"
105401,2,"ギルドハウスのスキップチケットがいっぱいですよ！どんどん使っていきましょう！…え？ダメ？"
105401,3,"ギルドハウスのスタミナがいっぱいになりました！これで服作りもライブ運営も余裕でこなせます！"
105401,4,"ギルドハウスのEXPポーションがいっぱいです！縫製の技術を極めて、あんな服やこんな服を…！"
105401,5,"ギルドハウスのマナがいっぱいですよ！レイ様にプレゼントする気じゃ…私？い、いいですよ別に！"
105401,6,"ギルドハウスで受け取れるアイテム、すべていっぱいになりました！騎士さーん？聞いてますかー？"
105501,1,"先輩、スタミナが全回復しましたよ！　…よし、練習はバッチリ…"
105501,2,"ジー…ギルドハウスのスキップチケットがいっぱいだけど、先輩気付いてるかな？"
105501,3,"ギ、ギルドハウスのスタミナが…いっぱいです！　…い、言えたぁ！"
105501,4,"ギルドハウスのEXPポーションがいっぱいになったって、先輩に伝えたいな…"
105501,5,"ギルドハウスのマナがいっぱいです！　先輩はなにに使うんだろう…たぶん、アレかな？"
105501,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいですね…私、ずっと観察してました"
105601,1,"スタミナ全回復だとよ、お前さん。手が足りない時はあたしを呼びな。加勢するよ"
105601,2,"ギルドハウスのスキップチケットがいっぱいだよ。楽出来ていいね。昼寝してても怒られなさそうだ"
105601,3,"ギルドハウスのスタミナがいっぱいじゃないか。暇なのはいいけど、時々は体を動かさないとね"
105601,4,"ギルドハウスのEXPポーションがいっぱいだ。お前さんが強くなれって言うなら、そうするよ"
105601,5,"ギルドハウスのマナがいっぱいだね。ソイツをどう扱うかは、お前さんの好きにしな"
105601,6,"お前さん。ギルドハウスで受け取れるアイテムがいっぱいだ。時々はパーッと景気よく使うんだよ"
105701,1,"スタミナが全回復したよ！立派な騎空士になるため、これからも一緒に頑張ろうね！"
105701,2,"ギルドハウスのスキップチケットがいっぱいだよ！空が飛べたら旅もこれくらい簡単になるのかな？"
105701,3,"ギルドハウスのスタミナがいっぱいになったよ！今ならどんな依頼でもこなせそうな気がする！"
105701,4,"ギルドハウスのEXPポーションがいっぱいだよ！強くなって、父さんみたいな騎空士になるんだ！"
105701,5,"ギルドハウスのマナがいっぱいになったよ！これを貯めておいたら、騎空艇が買えないかな？"
105701,6,"ギルドハウスで受け取れるアイテムがいっぱいだよ！色んな物があるけど、全部大切に使おうね！"
105801,1,"スタミナ全回復です！でもお腹はぺこぺこです、ご飯行きましょう！"
105801,2,"ギルドハウスのスキップチケットがいっぱいですね～。ご飯もチケットも余らせるともったいない！"
105801,3,"スタミナが有り余ってますよ！わたしにもギルドハウスにも！"
105801,4,"ギルドハウスのEXPポーションが沢山です！ささっ、ぐいっといっちゃってください！"
105801,5,"おや、ギルドハウスのマナが余っちゃってますよ～！…マナって食べられるんでしょうか？"
105801,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいですね！食べ物は入ってませんか！？"
105901,1,"スタミナが全回復したようですね。お出かけするのでしたらどこまででもお供しますよ。"
105901,2,"ギルドハウスのスキップチケットがいっぱいでございます。冒険のお供にいかがでしょうか？"
105901,3,"ギルドハウスのスタミナがいっぱいです。ふふ、主さまは元気いっぱいでございますね。"
105901,4,"ギルドハウスのEXPポーションがいっぱいです。主さまをお守りするためにも成長しなくては…！"
105901,5,"ギルドハウスのマナがいっぱいですね。これほどお稼ぎになるとは、さすが主さまですね…♪"
105901,6,"ギルドハウスで受け取れるアイテムが全部いっぱいです。沢山、頑張られたのですね、主さま。"
106001,1,"スタミナ全快ね。何してんのよ。さっさと冒険に行きましょ？"
106001,2,"ギルドハウスのスキップチケットがいっぱいみたいね。出かけるなら取っておきなさいよ。"
106001,3,"ギルドハウスのスタミナがいっぱいだし、探索に行くわよ。ほら、あたしについて来なさい！"
106001,4,"ギルドハウスのEXPポーションがいっぱいね。あたしがもっと強くなっちゃうわね♪"
106001,5,"ギルドハウスのマナがいっぱいよ。色々と役に立つし、持っておいて損はないんじゃない？"
106001,6,"ギルドハウスで受け取れるアイテムが、全部いっぱいね。受け取ったら、冒険の準備をしなさいよ！"
106101,1,"スタミナ全回復したし、冒険に行くぞっ！　早く準備しないと置いてくからなっ！"
106101,2,"ギルドハウスのスキップチケットがいっぱいだぞ！　面倒くさいことはちゃっちゃと終わらせて、クレープでも食いに行くぞ！"
106101,3,"ギルドハウスのスタミナがいっぱいだな！　これだけあれば好き放題できそうだ！　…そうでもないか？"
106101,4,"ギルドハウスのEXPポーションがいっぱいだ！　使わないならちょっとくらい分けてくれるよな？"
106101,5,"ギルドハウスのマナがいっぱいだ！　これで少しは身長が伸びればいいんだけどなー…試してみるか！"
106101,6,"ギルドハウスで受け取れるアイテムがいっぱいだぞ！　忙しいならアタシがもらっといてやるよ！　…ちゃんと渡すにきまってるだろ！"
106301,1,"スタミナが全回復したよ！よーし、ロザリアを探しに行こう！"
106301,2,"ギルドハウスのスキップチケットがいっぱいになってるよ！ランドソルの外、連れて行ってほしいな"
106301,3,"ギルドハウスのスタミナがいっぱいだって！森番の訓練に付き合ってよ！"
106301,4,"ギルドハウスのEXPポーションがいっぱいみたい！これで、一人前の森番に近づけるかな？"
106301,5,"ギルドハウスのマナがいっぱいだね！ちょうど矢がなくなりそうだったんだ～"
106301,6,"ギルドハウスで貰えるアイテムがいっぱいだよ！早く回収しないと、もったいないよー！"
107101,1,"スタミナとやらが回復したみたいだ。愉快なことがあるなら、少しくらい付きあってもいいぞ？"
107101,2,"ギルドハウスのスキップチケットがいっぱいのようだな。楽しい戦いをスキップするなんてワタシには理解できんがね…。"
107101,3,"ギルドハウスのスタミナがいっぱいらしいな。これがあれば、肉を断ち切る感触を味わえるのか？"
107101,4,"ギルドハウスのEXPポーションがいっぱいのようだ。ふん、ワタシがこれ以上強くなったら、どうなっても知らんぞ？"
107101,5,"ギルドハウスのマナがいっぱいだな。オマエがくれると言うのなら、まぁ好きに使わせてもらおうか。"
107101,6,"ギルドハウスで受け取れるアイテムがいっぱいだぞ。すべてオマエのものだ。さっさと受け取るがいい。"
107501,1,"スタミナが全回復しましたよ☆これで泳ぎに行けますね！"
107501,2,"ギルドハウスのスキップチケットがいっぱいですね！よーし、海の幸を捕りに行きましょう！"
107501,3,"ギルドハウスのスタミナがいっぱいですよ！海まで競争しましょう！"
107501,4,"ギルドハウスのEXPポーションがいっぱいですよ♪これ以上成長したら、水着が…ヤバいです！"
107501,5,"ギルドハウスのマナがいっぱいになりました！わたし、南国フルーツが食べたいです！"
107501,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいになりました！ヤバいですね☆"
107601,1,"スタミナが全回復でございます。海で主さまを待っていますね"
107601,2,"ギルドハウスのスキップチケットがいっぱいのようです。主さまと二人で、少し遠くに行きたいです"
107601,3,"ギルドハウスのスタミナがいっぱいでございます。一緒に泳ぎの練習をいたしましょう"
107601,4,"ギルドハウスのEXPポーションがいっぱいですね。わたくし、大きくなれますでしょうか？色々と…"
107601,5,"ギルドハウスのマナがいっぱいです。たまには、贅沢をするのもいいかもしれませんね♪"
107601,6,"ギルドハウスで貰えるアイテムがいっぱいです。わたくしも、受け取るのをお手伝いいたします♪"
107701,1,"あ！　スタミナがふぎゅっ！…ス、スタミナが全回復しましたぁ…"
107701,2,"ギルドハウスのスキップチケットがいっぱいです！私も、海で遊びたいなぁ"
107701,3,"ギルドハウスのスタミナがいっぱいになりました！水着でも、頑張ってご奉仕しますよ！"
107701,4,"ギルドハウスのEXPポーションがいっぱいです！これで、ダメダメイドを卒業しますよ！"
107701,5,"ギルドハウスのマナがいっぱいみたいですね！海の家でお待ちしてますね♪"
107701,6,"ギルドハウスで受け取れるアイテムがいっぱいです！私が取ってきましょうか？…え？不安？"
107801,1,"ほら、スタミナが全回復してるじゃない！早く戻ってきなさいよ！"
107801,2,"ギルドハウスのスキップチケットがいっぱいよ！とっととあたしを海に連れて行きなさい！"
107801,3,"ギルドハウスのスタミナがいっぱいじゃない！さ、バカンスに行きましょう！"
107801,4,"ギルドハウスのEXPポーションがいっぱいよ！あたし、もっと強くなっちゃうかも！"
107801,5,"ギルドハウスのマナがいっぱいね。使いどころは考えなさいよ？"
107801,6,"ギルドハウスで受け取れるアイテムがいっぱいよ。あんたは忘れっぽいから、あたしが教えてあげる"
107901,1,"スタミナが回復したみたいにゃ。あたしの水着を見たいなら早く戻るのにゃ～"
107901,2,"ギルドハウスのスキップチケットがいっぱいになったにゃ！　これで珍しいアイテムをゲットするにゃ～"
107901,3,"ギルドハウスのスタミナが回復したみたいにゃ。キミもあたしのたい焼きを食べてスタミナをつけるのにゃ！"
107901,4,"ギルドハウスのEXPポーションがいっぱいだにゃ。早速、夏の冒険に出発するにゃ～！"
107901,5,"ギルドハウスのマナがいっぱいになったにゃ。これで海の魔物もどんどん退治できるにゃ～！"
107901,6,"ギルドハウスで受け取れるアイテムがいっぱいみたいにゃ。早く来ないとあたしがもらっちゃうにゃ～"
108001,1,"スタミナが全回復したわね。海の冒険は体力勝負だから、助かるわね！"
108001,2,"ギルドハウスのスキップチケットがいっぱいになったみたいよ。夏の海に繰り出しましょう！"
108001,3,"ギルドハウスのスタミナがいっぱいになったわ。夏バテ知らずで冒険ができそうね！"
108001,4,"ギルドハウスのEXPポーションがいっぱいになったわね。さあ、レベルを上げて海を制するわよ！"
108001,5,"ギルドハウスのマナがいっぱいになったみたいね。夏の冒険に役立てましょう！"
108001,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったわ。海の効率を極めるわよ～！"
108101,1,"スタミナが全回復しました…父が、ハロウィンコスプレの女の子を眺めに外出したいと言っています"
108101,2,"ギルドハウスのスキップチケットがいっぱいになりました…ハロウィンの冒険に役立ててくださいね"
108101,3,"ギルドハウスのスタミナがいっぱいになりましたね。では、ハロウィンパーティーを始めましょう"
108101,4,"ギルドハウスのEXPポーションがいっぱいになりました…これでハロウィンの悪霊を退治できますね"
108101,5,"ギルドハウスのマナがいっぱいになりましたね。ハロウィンで配るお菓子を買いに行きませんか？"
108101,6,"ギルドハウスで受け取れるアイテムがいっぱいになりましたね。ハロウィンの冒険を始めませんか？"
108201,1,"スタミナが全回復したの！ハロウィン限定プリンを買いに行くの～"
108201,2,"トリックオアプリ～ン♪ギルドハウスのスキップチケットがいっぱいなの～"
108201,3,"ギルドハウスのスタミナがいっぱいなの！早くハロウィンパーティーに行くの！"
108201,4,"ギルドハウスのEXPポーションがいっぱいなの。イタズラされたくなければ、早く受け取るの！"
108201,5,"ギルドハウスのマナがいっぱいなの～。これでプリンやお菓子がたくさん買えるの！"
108201,6,"ギルドハウスで貰えるアイテムがいっぱいなの！とっとと受け取ってハロウィンするの！"
108301,1,"スタミナが全回復したわよ。ハロウィンの街に繰り出しましょ！"
108301,2,"ギルドハウスのスキップチケットがいっぱいだわ！さ、アタシをデートに連れて行きなさい？"
108301,3,"ギルドハウスのスタミナがいっぱいね。お菓子を貰いに行きましょ。あんたが食べたそうにしてるし"
108301,4,"ギルドハウスのEXPポーションがいっぱいね！成長して、魔性の女になっちゃうわ♪"
108301,5,"ギルドハウスのマナがいっぱいじゃない！…なによ？はしゃいでなんてないわよ！"
108301,6,"ギルドハウスで貰えるアイテムがいっぱいだわ！お菓子もこれも、受け取り忘れないようにね！"
108401,1,"スタミナが全回復しましたね。これで聖夜のステージを歌い切れます…聴いてくださいね。"
108401,2,"ギルドハウスのスキップチケットがいっぱいになりましたね。聖夜の贈り物、大切に使いましょう！"
108401,3,"ギルドハウスのスタミナがいっぱいになりましたね。サンタさんからのプレゼントでしょうか？"
108401,4,"ギルドハウスのEXPポーションがいっぱいになりましたね。これでもっと素敵な聖歌が歌えるかも…"
108401,5,"ギルドハウスのマナがいっぱいになりましたね。ふふ、クリスマスパーティーをしましょうか？"
108401,6,"ギルドハウスで受け取れるアイテムが、いっぱいになりましたね。聖夜の冒険に役立てましょう！"
108501,1,"スタミナが全回復したみたい…お、お兄ちゃん、クリスマスの町を一緒に歩きませんか…？"
108501,2,"ギルドハウスのスキップチケットがいっぱいですぅ…。このチケットで、クリスマスの舞台が観れたらいいなぁ…♪"
108501,3,"ギルドハウスのスタミナがいっぱいですぅ…。あの…よかったらお芝居の練習を手伝ってくれませんか…？"
108501,4,"ギルドハウスのEXPポーションがいっぱい…成長すれば、人見知りとか口下手も治ったりするのかなぁ…？"
108501,5,"ギルドハウスのマナがいっぱい…。クリスマスですし、無駄遣いしても、ちょっとだけなら黙っていてあげますぅ♪"
108501,6,"ギルドハウスで受け取れるアイテムが、全部いっぱい…。きっと、お兄ちゃんへのクリスマスプレゼントですね…♪"
108601,1,"スタミナ全回復～♪お兄ちゃん、一緒にクリスマスのお買い物に行こうよ～！"
108601,2,"ギルドハウスのスキップチケットがいっぱいだよぉ！おっきな広場にお出かけして、雪だるまとか作りたいなー♪"
108601,3,"ギルドハウスのスタミナがいっぱいだよぉ！さっそく、クリスマスパーティーをはじめちゃおー♪"
108601,4,"ギルドハウスのEXPポーションがいっぱい！ぷうきちが飲んだら、成長して大きくなるのかな？"
108601,5,"ギルドハウスのマナがいっぱいだよぉ！これだけあれば、デッカい七面鳥も甘ぁいケーキも食べ放題だよね♪"
108601,6,"ギルドハウスで受け取れるアイテムが、全部いっぱい！受け取らないと、ぷうきちサンタが子供たちに配っちゃうよ♪"
108801,1,"スタミナが全回復したみたい。あ、あのね騎士クン…一緒に初詣に行きたいんだけど…ダメかな？"
108801,2,"ギルドハウスのスキップチケットがいっぱい。外に行くなら、初日の出が綺麗に見える場所がいいな…。"
108801,3,"ギルドハウスのスタミナがいっぱいだよ。お正月用のお餅を準備しないと…騎士クンも来てくれるとうれしいな。"
108801,4,"ギルドハウスのEXPポーションがいっぱいだね。わたしも強くなって、自分の想いを伝えられるぐらいの勇気が欲しいな…。"
108801,5,"ギルドハウスのマナがいっぱいになったみたい。お正月にお買い物するなら…福袋とかどう？"
108801,6,"ギルドハウスのアイテムがいっぱい。お正月で忙しいよね。あの…ここにはおせちもあるし、ゆっくり過ごせると思うよ…？"
108901,1,"スタミナが全回復したようだね。お正月だからって怠けすぎは禁物だよ。一緒に特訓しよう！"
108901,2,"ギルドハウスのスキップチケットがいっぱいか。修業を早く終わらせて、お正月の町をゆっくり歩くのもいいね。"
108901,3,"ギルドハウスのスタミナがいっぱいだね。この時期にしかできない、雪上での戦闘訓練をしてみようか。"
108901,4,"ギルドハウスのEXPポーションがいっぱいだね。強さへの探究はどんな時でも持っていないと。例えそれがお正月でもね。"
108901,5,"ギルドハウスのマナがいっぱいだ。これだけあるなら、お正月の初売りに行くとか…その…私は今日、空いているのだけど？"
108901,6,"ギルドハウスで受け取れるアイテムがすべていっぱいだよ。正月ボケしてないで取りに来て…私だって待ってるんだから。"
108701,1,"スタミナが全回復したよっ！お正月だし、一緒に羽根突きしようよ！騎士くんを墨だらけにしちゃうんだから♪"
108701,2,"ギルドハウスのスキップチケットがいっぱい！ねえねえ、外で凧あげしようよ！どっちが高く上げられるか競争だよ！"
108701,3,"ギルドハウスのスタミナがいっぱいだよ！お家の中でできる事…あ、みんなを呼んで、カルタで遊ぼうよー♪"
108701,4,"ギルドハウスのEXPポーションがいっぱいだよ！もっと強くなって、色んな人を助けられるようになりたいな！"
108701,5,"ギルドハウスのマナがいっぱい！ねえねえなんに使うの？あたしとしては、出店のイカ焼きがお奨めかな♪"
108701,6,"ギルドハウスのアイテムがぜんぶいっぱい！あたしが整理して…あれ？なんか崩れて…き、騎士くん！早く取りに来て！"
109001,1,"スタミナが全回復しましたわ。とろけるようなバレンタイン、私とずっと一緒に過ごしましょう…"
109001,2,"ギルドハウスのスキップチケットがいっぱいですわね…チョコレートの材料集めに役立ちそうですわ"
109001,3,"ギルドハウスのスタミナがいっぱい…クスクス。外出するのでしたら、ついていきますわ…どこまでも"
109001,4,"ギルドハウスのEXPポーションがいっぱいですわ…チョコレートに混ぜて…冗談ですわ。クスクス…"
109001,5,"ギルドハウスのマナがいっぱいになっていますわ。もっと強くなって、よりよい材料を手に入れますわね"
109001,6,"ギルドハウスで受け取れるアイテムがいっぱいになっています…あなた様が受け取りに来るのを待っていますわ…いつまでも…クスクス"
109101,1,"スタミナ全回復だよっ！バレンタインは、お姉ちゃんと一緒に甘い時間を過ごそうね♪"
109101,2,"ギルドハウスのスキップチケットがいっぱいだね！バレンタインだって冒険しちゃう？もちろんお姉ちゃんもついていくよっ♪"
109101,3,"ギルドハウスのスタミナがいっぱいになってるよ！あま～い一日、お姉ちゃんと一緒にたくさんお出かけしよっ♪"
109101,4,"ギルドハウスのEXPポーションがいっぱいみたいだよ！お姉ちゃんもっと強くなっちゃうね♪"
109101,5,"ギルドハウスのマナがいっぱいだよ～。使い道は、お姉ちゃんが管理してあげようか？"
109101,6,"ギルドハウスで受け取れるアイテムがいっぱいだね！お姉ちゃんと一緒にお片づけしよっか。上手にできたらたくさん褒めてあげちゃう♪"
109201,1,"スタミナが全回復したんだって！さあ、出発しようよ！"
109201,2,"ギルドハウスのスキップチケットがいっぱいになったよ！こっちこっち、早く～！"
109201,3,"ギルドハウスのスタミナがいっぱいだよ！よぉし、頑張るぞ～！"
109201,4,"ギルドハウスのEXPポーションがいっぱいになったよ！冒険に役立てようね！"
109201,5,"ギルドハウスのマナがいっぱいになったよ！大切に使おうね！"
109201,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったみたいだよ！"
109301,1,"スタミナが全回復したですぅ！一緒に遊びに行くです～！"
109301,2,"ギルドハウスのスキップチケットがいっぱいになったです！楽しくせいしゅんするですぅ！"
109301,3,"ギルドハウスのスタミナがいっぱいですぅ！これでたくさん遊べるですね！"
109301,4,"ギルドハウスのEXPポーションがいっぱいですぅ！さっそく使うです！"
109301,5,"ギルドハウスのマナがいっぱいになったです！ルゥお菓子が食べたいですぅ！"
109301,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったですぅ！"
109401,1,"スタミナが全回復したよ。じゃあ、冒険に出かけようか"
109401,2,"ギルドハウスのスキップチケットがいっぱいになったね。見に来たほうがいいかも…"
109401,3,"ギルドハウスのスタミナがいっぱいになったよ。そろそろ出かけない…？"
109401,4,"ギルドハウスのEXPポーションがいっぱいになったね。もっと強くなれるかな…"
109401,5,"ギルドハウスのマナがいっぱいになったね。使いすぎには気をつけないと…"
109401,6,"ギルドハウスで受け取れるアイテムが、すべていっぱいになったよ"
109501,1,"スタミナが全回復したようですね…はっ！まさか万全のスタミナでクウカの帯を…！？"
109501,2,"ギルドハウスのスキップチケットがいっぱいです…！戦いを急いで終わらせて、じっくりとクウカの着物を…！？"
109501,3,"ギルドハウスのスタミナがいっぱいですぅ！一気に使ってクウカを休ませないつもりですね！？"
109501,4,"ギルドハウスのEXPポーションがいっぱいになっていますよ…。クウカを成長させて、もっと色々なことを…！？"
109501,5,"ギルドハウスのマナがいっぱいです…！い、いけませんドSさん、クウカが欲しいだなんて…ぐふふ"
109501,6,"ギルドハウスのアイテムがいっぱいになっています…！まとめてクウカも受け取ってしまうのですね…じゅるり…！"
109601,1,"スタミナが全回復しまシタ！オシノビでお出かけしマショウ！"
109601,2,"ギルドハウスのスキップチケットがいっぱいデスよ！ショーグンと天下統一を目指してシュラシュシュシュデース！"
109601,3,"ギルドハウスのスタミナがいっぱいデス！オタノシミはこれからデース！"
109601,4,"ギルドハウスのEXPポーションがいっぱいデス！もっと忍術を磨いて、無敵の忍者になりマス！"
109601,5,"ギルドハウスのマナがいっぱいデース！これでクニトリ合戦も有利になるデスね！"
109601,6,"ギルドハウスで受け取れるアイテムがいっぱいデス！ヒャクマンゴクの勢いデス！"
109701,1,"スタミナがすべて回復しているみたいです。冒険に出かけませんか？"
109701,2,"ギルドハウスのスキップチケットがいっぱいのようです。受け取っておきましょう"
109701,3,"ギルドハウスのスタミナがいっぱいになっているようです。もったいないですから受け取っておきましょう"
109701,4,"ギルドハウスのEXPポーションがいっぱいのようです。レムに使ってくれてもいいんですよ？"
109701,5,"ギルドハウスのマナがいっぱいのようです。この世界のマナは不思議ですね"
109701,6,"ギルドハウスで受け取れるアイテムが全ていっぱいのようです。レムが片付けてしまう前に回収しておいてくださいね"
109801,1,"スタミナが全て回復したようね。ラムに付いてきて欲しいの？仕方がないわね。感謝なさい"
109801,2,"ギルドハウスのスキップチケットがいっぱいよ。戦いを手早く終わらせるのはいいことね"
109801,3,"ギルドハウスのスタミナがいっぱいになっているわ。さぁ、ラムの代わりに頑張りなさい"
109801,4,"ギルドハウスのEXPポーションがいっぱいね。強さを求めるのは当然ね。しっかり励みなさい"
109801,5,"ギルドハウスのマナがいっぱいになっているわよ。せいぜい使い道には気を付けることね"
109801,6,"ギルドハウスのアイテムがいっぱいですって。ラムに片付けろと言うのかしら？まぁ、面倒だけどやってあげるわ"
109901,1,"スタミナが全部回復したみたい！ねえ、どこかにいってみない？"
109901,2,"ギルドハウスのスキップチケットがいっぱいね！すごーく便利そうだし受け取っちゃおう！"
109901,3,"ギルドハウスのスタミナがいっぱいよ！無駄になっちゃう前に受け取っておこ？"
109901,4,"ギルドハウスのEXPポーションがいっぱいみたい。ね、早く受け取っちゃいましょ"
109901,5,"ギルドハウスのマナがいっぱい！これだけマナがあったらパックもよろこぶかな？"
109901,6,"ギルドハウスで受け取れるアイテムが全ていっぱいね。これだけあればいろんなことできちゃいそう"
110001,1,"スタミナが全回復したよ！波がヒデサイを待ってるよ！"
110001,2,"ギルドハウスのスキップチケットがいっぱいだよ！便利だから使うしかなくない？"
110001,3,"ギルドハウスのスタミナがいっぱいだって！早く受け取りに行こっ！"
110001,4,"ギルドハウスのEXPポーションがいっぱいだって！これがあればもっともにカワになっちゃうよね！"
110001,5,"ギルドハウスのマナがいっぱいみたい！受け取らなきゃおこだよ！"
110001,6,"ギルドハウスがアイテムでいっぱいだよ～！ギルドハウスがパンパン～！超ウケる！"
110101,1,"スタミナが全回復したわ！今だけは宿題を忘れて、思いっきりバカンスを楽しんじゃおう！"
110101,2,"ギルドハウスのスキップチケットがいっぱいだわ！これで夏の海も100点満点ね！"
110101,3,"ギルドハウスのスタミナがいっぱいだよ。泳ぎの練習に付き合ってくれない？"
110101,4,"ギルドハウスのEXPポーションがいっぱいだわ。これで泳げるようになっちゃうかも～？"
110101,5,"ギルドハウスのマナがいっぱいになったよ。海の家で一緒になにか食べない？"
110101,6,"ギルドハウスで受け取れるアイテムが、全部いっぱいだよ！ビーチで遊べそうな物もないか、見てみましょう？"
110301,1,"スタミナが全回復したみたいよ。元気があるなら、ひと泳ぎしない？"
110301,2,"ギルドハウスのスキップチケットがいっぱいみたい。受け取らなきゃもったいないわよ"
110301,3,"ギルドハウスのスタミナがいっぱいみたいよ。みんなと砂遊びでもする？"
110301,4,"ギルドハウスのEXPポーションがいっぱいよ。これを糧に上を目指しましょ"
110301,5,"ギルドハウスのマナがいっぱいみたい。新ビジネスの元手になるかしら？"
110301,6,"ギルドハウスで受け取れるアイテムがいっぱいみたい。貯めこむとあとが大変よ？"
110401,1,"おい、スタミナが全回復してるぞ。海辺の冒険にでも行こうぜ、あたしも付いていってやるからよ！"
110401,2,"ギルドハウスのスキップチケットがいっぱいだ。戦いはさっさと済ませて、泳ぎにでも行こうぜ"
110401,3,"ギルドハウスのスタミナがいっぱいだな。いいぜ、どこにでも付き合ってやるよ！"
110401,4,"ギルドハウスのEXPポーションがいっぱいみたいだぜ。強くなるのはいいことさ、守れるヤツが増えるからな！"
110401,5,"ギルドハウスのマナがいっぱいだってよ。なんに使うか知らねぇけど、あとで困らないようにしろよな"
110401,6,"ギルドハウスで受け取れるアイテムがいっぱいじゃねぇか！仕方ねぇな、あたしも手伝うから、受け取りに行こうぜ"
110501,1,"スタミナが全回復してみなぎってるさ～！歌って踊りながら、冒険に出発さ～！"
110501,2,"ギルドハウスのスキップチケットがいっぱいだね～！戦いを素早く終わらせて、海に飛び込むさ～！"
110501,3,"ギルドハウスのスタミナがいっぱいだよ～！まだまだ元気いっぱい遊べるさ～！"
110501,4,"ギルドハウスのEXPポーションがいっぱいさ～！踊りのキレがよくなるかも～！"
110501,5,"ギルドハウスのマナがいっぱいになってるさ～？夏の陽気に身を任せて、ぱーっと使っちゃうさ～！"
110501,6,"ギルドハウスで受け取れるアイテムがみ～んないっぱいさ～！まとめて受け取って、海を満喫しちゃうさ～！"
110601,1,"スタミナが全回復してはりますよ。一緒に不思議の国に行きまひょか♪"
110601,2,"ギルドハウスのスキップチケットがいっぱいになっとるねぇ。急ぐんは苦手やけど、王子はんと一緒なら平気どす…♪"
110601,3,"ギルドハウスのスタミナがいっぱいどすなぁ。うちと一緒に、海でたくさん遊びませんか…？"
110601,4,"ギルドハウスのEXPポーションがいっぱいになっとるよ。ぎょうさん溜め込んで、一気に使うんどすか？"
110601,5,"ギルドハウスのマナがいっぱいなんやって。王子はんはこつこつ貯めるタイプなんやね。素敵やわぁ"
110601,6,"ギルドハウスで受け取れるアイテムがいっぱいや！みらくるまほりん…え？魔法でお片付け、したらあきまへんか？"
107001,1,"スタミナが全回復していますね。さあ、行きましょう。私が一緒に戦ってあげますよ"
107001,2,"ギルドハウスのスキップチケットが貯まりました。さっさと受け取りなさい。楽をしたくはないのですか？"
107001,3,"ギルドハウスのスタミナが貯まりました。ずいぶんと余裕があるのですね。でしたら少し手伝いなさい"
107001,4,"ギルドハウスのEXPポーションがいっぱいですよ。私がいただいておきます。…ダメですか？"
107001,5,"ギルドハウスのマナがいっぱいです。これで私の能力に、より磨きをかけられますね"
107001,6,"ギルドハウスで受け取れるアイテムが全て貯まっています。私が使いたいので早く受け取っておきなさい"
110701,1,"スタミナが全回復しました。これで、ぼっちとバイバイできるかな…？"
110701,2,"ギルドハウスのスキップチケットがいっぱいですよ…！友達作りには…使えませんよね。そうですよね…"
110701,3,"ギルドハウスのスタミナがいっぱいになっています！どうしよう、自己紹介の練習でもしましょうか！？"
110701,4,"ギルドハウスのEXPポーションがいっぱい…これを一気飲みすれば、成長して友達も…！？"
110701,5,"ギルドハウスのマナがいっぱいです！新しいだいじょぶマイフレンドくんを作ってもいいですか…？"
110701,6,"ギルドハウスで受け取れるアイテムが、いっぱいいっぱいみたいです…まるで人と話してるときの私のよう…！"
110801,1,"ちょ、やばい、スタミナ全回復してる。なんかした方がいいんじゃないの、知んないけど"
110801,2,"ウケる。ギルドハウスのスキップチケット、なんか溢れかえってンですけど"
110801,3,"ウケる。ギルドハウスのスタミナ、なんか溢れかえってンですけど"
110801,4,"ウケる。ギルドハウスのEXPポーション、なんか溢れかえってンですけど"
110801,5,"ウケる。ギルドハウスのマナ、なんか溢れかえってンですけど"
110801,6,"ヤバい。ギルドハウスで受け取れるアイテム、全部フル貯まってる。そろそろ取りに来てくんない"
111101,1,"スタミナが全回復しています。一緒にハロウィンパーティ、行きますか？仕方ないので、ついていってあげます"
111101,2,"ギルドハウスのスキップチケットがいっぱいじゃないですか。急ぎ過ぎて、転んだりしちゃダメですよ？"
111101,3,"ギルドハウスのスタミナがいっぱいになってますよ？あなたも仮装して、お菓子をもらいに行きますか？"
111101,4,"ギルドハウスのEXPポーションがいっぱいです。成長したら、お菓子をもらえなくなっちゃうのかな…？"
